geneA,geneB,Complex_ac,ComplexID
ENSRNOG00000000985,ENSRNOG00000005733,CPX-2698,1144
ENSRNOG00000000985,ENSRNOG00000011382,CPX-2698,NA
ENSRNOG00000000985,ENSRNOG00000014353,CPX-2698,NA
ENSRNOG00000000985,ENSRNOG00000030705,CPX-2698,1144
ENSRNOG00000000985,ENSRNOG00000052418,CPX-2698,1144
ENSRNOG00000000988,ENSRNOG00000007578,CPX-8065,7657
ENSRNOG00000000988,ENSRNOG00000008912,CPX-8065,1181
ENSRNOG00000000988,ENSRNOG00000010021,CPX-8065,1181
ENSRNOG00000000988,ENSRNOG00000013252,CPX-8065,1181
ENSRNOG00000000996,ENSRNOG00000008673,CPX-2490,27
ENSRNOG00000000996,ENSRNOG00000008994,CPX-2490,27
ENSRNOG00000000996,ENSRNOG00000014289,CPX-2490,27
ENSRNOG00000000996,ENSRNOG00000017786,CPX-2490,27
ENSRNOG00000000996,ENSRNOG00000028062,CPX-2490,27
ENSRNOG00000001003,ENSRNOG00000009039,CPX-4750,6468
ENSRNOG00000001003,ENSRNOG00000010550,CPX-4749,6468
ENSRNOG00000001003,ENSRNOG00000011904,CPX-4749,6468
ENSRNOG00000001003,ENSRNOG00000012124,CPX-4749,8613
ENSRNOG00000001003,ENSRNOG00000014581,CPX-4749,6468
ENSRNOG00000001003,ENSRNOG00000017468,CPX-4749,6468
ENSRNOG00000001003,ENSRNOG00000022202,CPX-4750,6468
ENSRNOG00000001003,ENSRNOG00000022482,CPX-4750,6468
ENSRNOG00000001003,ENSRNOG00000023210,CPX-4749,6468
ENSRNOG00000001003,ENSRNOG00000027569,CPX-4749,6468
ENSRNOG00000001003,ENSRNOG00000037627,CPX-4749,6468
ENSRNOG00000001003,ENSRNOG00000042276,CPX-6902,NA
ENSRNOG00000001010,ENSRNOG00000000157,CPX-358,NA
ENSRNOG00000001010,ENSRNOG00000000322,CPX-358,NA
ENSRNOG00000001032,ENSRNOG00000012597,CPX-8152,7825
ENSRNOG00000001032,ENSRNOG00000018502,CPX-8152,7825
ENSRNOG00000001035,ENSRNOG00000000632,CPX-2395,107
ENSRNOG00000001035,ENSRNOG00000007267,CPX-2395,107
ENSRNOG00000001035,ENSRNOG00000012360,CPX-2395,103
ENSRNOG00000001035,ENSRNOG00000013180,CPX-2395,103
ENSRNOG00000001035,ENSRNOG00000017753,CPX-2395,103
ENSRNOG00000001035,ENSRNOG00000018007,CPX-2395,1029
ENSRNOG00000001035,ENSRNOG00000018230,CPX-2395,103
ENSRNOG00000001035,ENSRNOG00000031656,CPX-2395,107
ENSRNOG00000001039,ENSRNOG00000005301,CPX-8343,7292
ENSRNOG00000001039,ENSRNOG00000006467,CPX-8343,7292
ENSRNOG00000001039,ENSRNOG00000018375,CPX-8343,7292
ENSRNOG00000001039,ENSRNOG00000038160,CPX-8343,7292
ENSRNOG00000001044,ENSRNOG00000002393,CPX-2469,3040
ENSRNOG00000001044,ENSRNOG00000003743,CPX-2469,3040
ENSRNOG00000001044,ENSRNOG00000007739,CPX-2469,3040
ENSRNOG00000001044,ENSRNOG00000011384,CPX-2469,3040
ENSRNOG00000001044,ENSRNOG00000014616,CPX-2469,3040
ENSRNOG00000001044,ENSRNOG00000018304,CPX-2469,3040
ENSRNOG00000001044,ENSRNOG00000019456,CPX-2469,3040
ENSRNOG00000001044,ENSRNOG00000025459,CPX-2469,3040
ENSRNOG00000001044,ENSRNOG00000060912,CPX-2469,3040
ENSRNOG00000001044,ENSRNOG00000066344,CPX-2469,3040
ENSRNOG00000001056,ENSRNOG00000009296,CPX-8637,114
ENSRNOG00000001056,ENSRNOG00000010825,CPX-8637,114
ENSRNOG00000001056,ENSRNOG00000018845,CPX-8637,114
ENSRNOG00000001058,ENSRNOG00000004608,CPX-6129,NA
ENSRNOG00000001058,ENSRNOG00000006593,CPX-6129,7126
ENSRNOG00000001058,ENSRNOG00000007040,CPX-6129,605
ENSRNOG00000001058,ENSRNOG00000009063,CPX-6129,NA
ENSRNOG00000001058,ENSRNOG00000015142,CPX-6129,8563
ENSRNOG00000001058,ENSRNOG00000019811,CPX-6129,605
ENSRNOG00000001058,ENSRNOG00000037638,CPX-6129,8563
ENSRNOG00000001058,ENSRNOG00000045555,CPX-6129,8563
ENSRNOG00000001058,ENSRNOG00000049819,CPX-6129,NA
ENSRNOG00000001058,ENSRNOG00000050647,CPX-6129,7126
ENSRNOG00000001058,ENSRNOG00000064275,CPX-6129,7126
ENSRNOG00000001086,ENSRNOG00000012004,CPX-7201,NA
ENSRNOG00000001086,ENSRNOG00000013381,CPX-2505,1863
ENSRNOG00000001086,ENSRNOG00000014633,CPX-2505,1863
ENSRNOG00000001086,ENSRNOG00000017172,CPX-7164,8163
ENSRNOG00000001086,ENSRNOG00000017949,CPX-2505,NA
ENSRNOG00000001088,ENSRNOG00000001134,CPX-415,266
ENSRNOG00000001088,ENSRNOG00000001457,CPX-415,266
ENSRNOG00000001088,ENSRNOG00000001816,CPX-415,266
ENSRNOG00000001088,ENSRNOG00000002855,CPX-415,279
ENSRNOG00000001088,ENSRNOG00000018353,CPX-7931,266
ENSRNOG00000001111,ENSRNOG00000004364,CPX-955,5400
ENSRNOG00000001111,ENSRNOG00000013807,CPX-955,5400
ENSRNOG00000001111,ENSRNOG00000014960,CPX-955,2818
ENSRNOG00000001111,ENSRNOG00000020701,CPX-845,2818
ENSRNOG00000001111,ENSRNOG00000025126,CPX-845,8068
ENSRNOG00000001111,ENSRNOG00000048061,CPX-955,5400
ENSRNOG00000001117,ENSRNOG00000005310,CPX-2553,NA
ENSRNOG00000001117,ENSRNOG00000005828,CPX-2553,NA
ENSRNOG00000001117,ENSRNOG00000058914,CPX-2553,NA
ENSRNOG00000001126,ENSRNOG00000005310,CPX-7784,6633
ENSRNOG00000001126,ENSRNOG00000005828,CPX-7784,81
ENSRNOG00000001126,ENSRNOG00000017857,CPX-7784,81
ENSRNOG00000001126,ENSRNOG00000058914,CPX-7784,81
ENSRNOG00000001129,ENSRNOG00000005310,CPX-7930,NA
ENSRNOG00000001129,ENSRNOG00000005828,CPX-7930,NA
ENSRNOG00000001129,ENSRNOG00000058914,CPX-7930,NA
ENSRNOG00000001130,ENSRNOG00000011483,CPX-52,6827
ENSRNOG00000001130,ENSRNOG00000011557,CPX-52,6827
ENSRNOG00000001134,ENSRNOG00000001088,CPX-415,266
ENSRNOG00000001134,ENSRNOG00000001457,CPX-415,266
ENSRNOG00000001134,ENSRNOG00000001816,CPX-415,266
ENSRNOG00000001134,ENSRNOG00000002855,CPX-415,279
ENSRNOG00000001134,ENSRNOG00000018353,CPX-7931,266
ENSRNOG00000001139,ENSRNOG00000000277,CPX-3323,NA
ENSRNOG00000001139,ENSRNOG00000003359,CPX-3323,2721
ENSRNOG00000001139,ENSRNOG00000008249,CPX-3321,2851
ENSRNOG00000001139,ENSRNOG00000009568,CPX-3321,239
ENSRNOG00000001139,ENSRNOG00000013218,CPX-3321,592
ENSRNOG00000001139,ENSRNOG00000014520,CPX-3321,2851
ENSRNOG00000001139,ENSRNOG00000016773,CPX-3321,592
ENSRNOG00000001139,ENSRNOG00000020117,CPX-3321,2851
ENSRNOG00000001139,ENSRNOG00000021492,CPX-3321,592
ENSRNOG00000001139,ENSRNOG00000026239,CPX-3321,592
ENSRNOG00000001139,ENSRNOG00000032254,CPX-3321,239
ENSRNOG00000001139,ENSRNOG00000049943,CPX-3441,NA
ENSRNOG00000001142,ENSRNOG00000012799,CPX-5633,6153
ENSRNOG00000001142,ENSRNOG00000061499,CPX-5633,4149
ENSRNOG00000001148,ENSRNOG00000000505,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000000957,CPX-5262,3047
ENSRNOG00000001148,ENSRNOG00000001611,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000002340,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000003227,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000004107,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000004214,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000004484,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000008140,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000009378,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000010746,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000011138,CPX-5262,NA
ENSRNOG00000001148,ENSRNOG00000011494,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000013508,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000014272,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000015335,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000016220,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000016269,CPX-5262,3047
ENSRNOG00000001148,ENSRNOG00000016387,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000016896,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000017127,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000018795,CPX-5262,3047
ENSRNOG00000001148,ENSRNOG00000019007,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000020618,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000020674,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000021035,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000023344,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000023529,CPX-5262,3047
ENSRNOG00000001148,ENSRNOG00000025936,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000026260,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000028449,CPX-5262,NA
ENSRNOG00000001148,ENSRNOG00000028747,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000033686,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000034237,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000040273,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000056765,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000058914,CPX-5262,NA
ENSRNOG00000001148,ENSRNOG00000064545,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000070034,CPX-5183,306
ENSRNOG00000001148,ENSRNOG00000070974,CPX-5183,306
ENSRNOG00000001170,ENSRNOG00000005512,CPX-6123,7305
ENSRNOG00000001170,ENSRNOG00000016660,CPX-6123,7305
ENSRNOG00000001170,ENSRNOG00000017817,CPX-6123,538
ENSRNOG00000001170,ENSRNOG00000018816,CPX-6123,538
ENSRNOG00000001170,ENSRNOG00000024309,CPX-6123,538
ENSRNOG00000001170,ENSRNOG00000030237,CPX-6123,538
ENSRNOG00000001170,ENSRNOG00000030371,CPX-6123,538
ENSRNOG00000001170,ENSRNOG00000030700,CPX-6123,538
ENSRNOG00000001170,ENSRNOG00000034234,CPX-6123,538
ENSRNOG00000001170,ENSRNOG00000050015,CPX-6123,538
ENSRNOG00000001170,ENSRNOG00000054689,CPX-6123,538
ENSRNOG00000001171,ENSRNOG00000009974,CPX-3642,NA
ENSRNOG00000001171,ENSRNOG00000011164,CPX-3642,NA
ENSRNOG00000001171,ENSRNOG00000016190,CPX-3642,NA
ENSRNOG00000001171,ENSRNOG00000017012,CPX-3642,NA
ENSRNOG00000001171,ENSRNOG00000026691,CPX-3642,NA
ENSRNOG00000001173,ENSRNOG00000001272,CPX-2477,8117
ENSRNOG00000001173,ENSRNOG00000003026,CPX-2669,8249
ENSRNOG00000001173,ENSRNOG00000004681,CPX-2477,8117
ENSRNOG00000001173,ENSRNOG00000004752,CPX-2341,NA
ENSRNOG00000001173,ENSRNOG00000006410,CPX-1006,NA
ENSRNOG00000001173,ENSRNOG00000008274,CPX-2669,8249
ENSRNOG00000001173,ENSRNOG00000008728,CPX-2341,NA
ENSRNOG00000001173,ENSRNOG00000010420,CPX-2477,8117
ENSRNOG00000001173,ENSRNOG00000015097,CPX-9141,NA
ENSRNOG00000001173,ENSRNOG00000018183,CPX-9141,NA
ENSRNOG00000001173,ENSRNOG00000018198,CPX-102,NA
ENSRNOG00000001173,ENSRNOG00000018708,CPX-1001,532
ENSRNOG00000001173,ENSRNOG00000020532,CPX-5826,7549
ENSRNOG00000001173,ENSRNOG00000025222,CPX-2477,8117
ENSRNOG00000001173,ENSRNOG00000028362,CPX-2341,NA
ENSRNOG00000001173,ENSRNOG00000065066,CPX-1001,NA
ENSRNOG00000001173,ENSRNOG00000066120,CPX-2341,NA
ENSRNOG00000001181,ENSRNOG00000047895,CPX-848,NA
ENSRNOG00000001182,ENSRNOG00000002721,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000005668,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000007407,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000008329,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000008569,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000009155,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000011383,CPX-577,178
ENSRNOG00000001182,ENSRNOG00000011825,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000011849,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000011949,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000012383,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000014078,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000014568,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000016470,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000017446,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000017571,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000018117,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000018129,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000020602,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000024159,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000024539,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000024568,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000026616,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000026646,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000028492,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000028717,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000029042,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000029707,CPX-266,NA
ENSRNOG00000001182,ENSRNOG00000029971,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000030644,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000031033,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000031053,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000033615,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000042503,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000048320,CPX-577,178
ENSRNOG00000001182,ENSRNOG00000060293,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000061684,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000062531,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000070835,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000071062,CPX-266,178
ENSRNOG00000001182,ENSRNOG00000071176,CPX-266,178
ENSRNOG00000001199,ENSRNOG00000005243,CPX-2876,123
ENSRNOG00000001199,ENSRNOG00000016226,CPX-2876,123
ENSRNOG00000001199,ENSRNOG00000018718,CPX-2876,123
ENSRNOG00000001199,ENSRNOG00000018812,CPX-2876,123
ENSRNOG00000001199,ENSRNOG00000025310,CPX-2876,123
ENSRNOG00000001199,ENSRNOG00000027646,CPX-2876,123
ENSRNOG00000001199,ENSRNOG00000039829,CPX-2877,123
ENSRNOG00000001199,ENSRNOG00000063181,CPX-2876,123
ENSRNOG00000001210,ENSRNOG00000002644,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000002778,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000003599,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000003825,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000004035,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000004301,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000004723,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000005012,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000005524,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000005823,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000006576,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000006762,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000007128,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000007174,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000008663,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000010409,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000012147,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000012828,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000012927,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000013285,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000013429,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000014209,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000015491,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000016266,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000016486,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000016591,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000018069,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000019169,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000019229,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000019670,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000020333,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000022896,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000025025,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000026316,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000031171,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000037478,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000047594,CPX-2511,NA
ENSRNOG00000001210,ENSRNOG00000052934,CPX-2511,NA
ENSRNOG00000001212,ENSRNOG00000026649,CPX-6276,2650
ENSRNOG00000001243,ENSRNOG00000005710,CPX-2735,7349
ENSRNOG00000001243,ENSRNOG00000010125,CPX-2735,1181
ENSRNOG00000001249,ENSRNOG00000001254,CPX-1736,NA
ENSRNOG00000001249,ENSRNOG00000019648,CPX-1736,NA
ENSRNOG00000001253,ENSRNOG00000004252,CPX-6036,742
ENSRNOG00000001253,ENSRNOG00000005804,CPX-6036,742
ENSRNOG00000001253,ENSRNOG00000010117,CPX-6036,742
ENSRNOG00000001253,ENSRNOG00000011020,CPX-6036,742
ENSRNOG00000001253,ENSRNOG00000012738,CPX-6036,1097
ENSRNOG00000001253,ENSRNOG00000015221,CPX-6036,742
ENSRNOG00000001253,ENSRNOG00000016459,CPX-6036,742
ENSRNOG00000001253,ENSRNOG00000018761,CPX-6036,742
ENSRNOG00000001253,ENSRNOG00000020495,CPX-6036,742
ENSRNOG00000001253,ENSRNOG00000020619,CPX-6036,742
ENSRNOG00000001253,ENSRNOG00000027690,CPX-6036,742
ENSRNOG00000001253,ENSRNOG00000047185,CPX-6036,742
ENSRNOG00000001254,ENSRNOG00000001249,CPX-1736,NA
ENSRNOG00000001254,ENSRNOG00000019648,CPX-1736,NA
ENSRNOG00000001255,ENSRNOG00000019983,CPX-2525,NA
ENSRNOG00000001265,ENSRNOG00000005376,CPX-85,1814
ENSRNOG00000001272,ENSRNOG00000001173,CPX-2477,8117
ENSRNOG00000001272,ENSRNOG00000004681,CPX-2477,8117
ENSRNOG00000001272,ENSRNOG00000010420,CPX-2477,8117
ENSRNOG00000001272,ENSRNOG00000025222,CPX-2477,8117
ENSRNOG00000001273,ENSRNOG00000039265,CPX-8174,3033
ENSRNOG00000001274,ENSRNOG00000001681,CPX-2211,NA
ENSRNOG00000001274,ENSRNOG00000002320,CPX-2211,NA
ENSRNOG00000001274,ENSRNOG00000002514,CPX-2211,NA
ENSRNOG00000001274,ENSRNOG00000003958,CPX-2211,NA
ENSRNOG00000001274,ENSRNOG00000004484,CPX-2211,NA
ENSRNOG00000001274,ENSRNOG00000004755,CPX-2211,NA
ENSRNOG00000001274,ENSRNOG00000009281,CPX-2211,NA
ENSRNOG00000001274,ENSRNOG00000010230,CPX-2211,NA
ENSRNOG00000001274,ENSRNOG00000010538,CPX-2211,NA
ENSRNOG00000001274,ENSRNOG00000010846,CPX-2211,NA
ENSRNOG00000001274,ENSRNOG00000016063,CPX-2211,NA
ENSRNOG00000001274,ENSRNOG00000016383,CPX-2211,NA
ENSRNOG00000001274,ENSRNOG00000017612,CPX-7842,656
ENSRNOG00000001274,ENSRNOG00000018671,CPX-2211,NA
ENSRNOG00000001274,ENSRNOG00000030683,CPX-7842,656
ENSRNOG00000001274,ENSRNOG00000038012,CPX-2211,NA
ENSRNOG00000001274,ENSRNOG00000043386,CPX-2211,NA
ENSRNOG00000001283,ENSRNOG00000000576,CPX-1860,7851
ENSRNOG00000001283,ENSRNOG00000001316,CPX-1860,93
ENSRNOG00000001283,ENSRNOG00000004130,CPX-1860,93
ENSRNOG00000001283,ENSRNOG00000004169,CPX-6088,NA
ENSRNOG00000001283,ENSRNOG00000005904,CPX-1860,93
ENSRNOG00000001283,ENSRNOG00000008459,CPX-1860,NA
ENSRNOG00000001283,ENSRNOG00000011295,CPX-1860,93
ENSRNOG00000001283,ENSRNOG00000016965,CPX-1860,93
ENSRNOG00000001283,ENSRNOG00000017536,CPX-1860,93
ENSRNOG00000001283,ENSRNOG00000018296,CPX-1860,96
ENSRNOG00000001283,ENSRNOG00000019936,CPX-1860,NA
ENSRNOG00000001283,ENSRNOG00000024241,CPX-1860,93
ENSRNOG00000001283,ENSRNOG00000028415,CPX-6087,NA
ENSRNOG00000001283,ENSRNOG00000070941,CPX-1860,8008
ENSRNOG00000001293,ENSRNOG00000000851,CPX-132,6862
ENSRNOG00000001293,ENSRNOG00000060580,CPX-132,6862
ENSRNOG00000001294,ENSRNOG00000001958,CPX-5022,6172
ENSRNOG00000001294,ENSRNOG00000006440,CPX-5022,6172
ENSRNOG00000001294,ENSRNOG00000007117,CPX-5022,6172
ENSRNOG00000001294,ENSRNOG00000007692,CPX-5022,6172
ENSRNOG00000001294,ENSRNOG00000008075,CPX-5022,6172
ENSRNOG00000001294,ENSRNOG00000008891,CPX-5022,6172
ENSRNOG00000001294,ENSRNOG00000009278,CPX-5022,6172
ENSRNOG00000001294,ENSRNOG00000009808,CPX-5022,6172
ENSRNOG00000001294,ENSRNOG00000010241,CPX-5022,6172
ENSRNOG00000001294,ENSRNOG00000013919,CPX-5022,6172
ENSRNOG00000001294,ENSRNOG00000024468,CPX-5022,6172
ENSRNOG00000001294,ENSRNOG00000027617,CPX-5022,6172
ENSRNOG00000001294,ENSRNOG00000031346,CPX-5022,6172
ENSRNOG00000001294,ENSRNOG00000057813,CPX-5022,6172
ENSRNOG00000001294,ENSRNOG00000069321,CPX-5022,6172
ENSRNOG00000001299,ENSRNOG00000005287,CPX-7673,NA
ENSRNOG00000001299,ENSRNOG00000005323,CPX-7670,NA
ENSRNOG00000001299,ENSRNOG00000018960,CPX-7668,NA
ENSRNOG00000001299,ENSRNOG00000025378,CPX-2537,NA
ENSRNOG00000001299,ENSRNOG00000049277,CPX-7675,NA
ENSRNOG00000001312,ENSRNOG00000002244,CPX-2881,NA
ENSRNOG00000001312,ENSRNOG00000017197,CPX-1875,NA
ENSRNOG00000001315,ENSRNOG00000002187,CPX-8161,NA
ENSRNOG00000001315,ENSRNOG00000009061,CPX-8161,NA
ENSRNOG00000001315,ENSRNOG00000011165,CPX-8161,NA
ENSRNOG00000001315,ENSRNOG00000018762,CPX-8161,NA
ENSRNOG00000001315,ENSRNOG00000019474,CPX-8161,NA
ENSRNOG00000001315,ENSRNOG00000020118,CPX-8161,NA
ENSRNOG00000001315,ENSRNOG00000021729,CPX-8162,NA
ENSRNOG00000001315,ENSRNOG00000021824,CPX-8161,NA
ENSRNOG00000001315,ENSRNOG00000049696,CPX-8161,NA
ENSRNOG00000001315,ENSRNOG00000057862,CPX-8161,NA
ENSRNOG00000001315,ENSRNOG00000066275,CPX-8161,NA
ENSRNOG00000001316,ENSRNOG00000000576,CPX-1860,7851
ENSRNOG00000001316,ENSRNOG00000001283,CPX-1860,93
ENSRNOG00000001316,ENSRNOG00000004130,CPX-1860,93
ENSRNOG00000001316,ENSRNOG00000004169,CPX-6088,NA
ENSRNOG00000001316,ENSRNOG00000005904,CPX-1860,93
ENSRNOG00000001316,ENSRNOG00000008459,CPX-1860,NA
ENSRNOG00000001316,ENSRNOG00000011295,CPX-1860,93
ENSRNOG00000001316,ENSRNOG00000016965,CPX-1860,93
ENSRNOG00000001316,ENSRNOG00000017536,CPX-1860,93
ENSRNOG00000001316,ENSRNOG00000018296,CPX-1860,96
ENSRNOG00000001316,ENSRNOG00000019936,CPX-1860,NA
ENSRNOG00000001316,ENSRNOG00000024241,CPX-1860,93
ENSRNOG00000001316,ENSRNOG00000028415,CPX-6087,NA
ENSRNOG00000001316,ENSRNOG00000070941,CPX-1860,8008
ENSRNOG00000001346,ENSRNOG00000006499,CPX-1870,40
ENSRNOG00000001346,ENSRNOG00000008744,CPX-1870,40
ENSRNOG00000001346,ENSRNOG00000016778,CPX-1870,40
ENSRNOG00000001346,ENSRNOG00000019635,CPX-1870,40
ENSRNOG00000001346,ENSRNOG00000023650,CPX-1870,40
ENSRNOG00000001346,ENSRNOG00000046698,CPX-1870,726
ENSRNOG00000001346,ENSRNOG00000053943,CPX-1870,40
ENSRNOG00000001349,ENSRNOG00000001833,CPX-2940,122
ENSRNOG00000001349,ENSRNOG00000003703,CPX-2940,122
ENSRNOG00000001349,ENSRNOG00000008091,CPX-4526,NA
ENSRNOG00000001349,ENSRNOG00000011863,CPX-4526,NA
ENSRNOG00000001349,ENSRNOG00000012543,CPX-2940,122
ENSRNOG00000001349,ENSRNOG00000014336,CPX-2940,122
ENSRNOG00000001349,ENSRNOG00000016316,CPX-2940,122
ENSRNOG00000001349,ENSRNOG00000017575,CPX-4526,NA
ENSRNOG00000001349,ENSRNOG00000018040,CPX-4526,NA
ENSRNOG00000001349,ENSRNOG00000070046,CPX-4526,NA
ENSRNOG00000001350,ENSRNOG00000010523,CPX-6270,7856
ENSRNOG00000001353,ENSRNOG00000001415,CPX-5151,67
ENSRNOG00000001353,ENSRNOG00000019455,CPX-5151,67
ENSRNOG00000001353,ENSRNOG00000022938,CPX-5151,67
ENSRNOG00000001355,ENSRNOG00000001489,CPX-915,155
ENSRNOG00000001355,ENSRNOG00000004681,CPX-903,NA
ENSRNOG00000001355,ENSRNOG00000007246,CPX-903,462
ENSRNOG00000001355,ENSRNOG00000008597,CPX-903,462
ENSRNOG00000001355,ENSRNOG00000011881,CPX-903,462
ENSRNOG00000001355,ENSRNOG00000015249,CPX-915,496
ENSRNOG00000001355,ENSRNOG00000018364,CPX-903,462
ENSRNOG00000001355,ENSRNOG00000019178,CPX-903,155
ENSRNOG00000001355,ENSRNOG00000019223,CPX-915,492
ENSRNOG00000001355,ENSRNOG00000020153,CPX-903,462
ENSRNOG00000001355,ENSRNOG00000020274,CPX-903,155
ENSRNOG00000001355,ENSRNOG00000020315,CPX-915,463
ENSRNOG00000001355,ENSRNOG00000020930,CPX-903,NA
ENSRNOG00000001355,ENSRNOG00000024601,CPX-915,155
ENSRNOG00000001355,ENSRNOG00000025244,CPX-903,462
ENSRNOG00000001355,ENSRNOG00000026023,CPX-930,485
ENSRNOG00000001355,ENSRNOG00000032492,CPX-903,NA
ENSRNOG00000001355,ENSRNOG00000034022,CPX-903,155
